gene_ontology_primary_id	gene_ontology_name	gene_ontology_all_ids	gene
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT1G56190
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT1G74030
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT1G76550
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT1G79530
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT1G79550
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT2G01140
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT2G17270
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT2G19860
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT2G21170
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT2G21330
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT2G22480
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT2G29560
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT2G34590
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT2G36460
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT2G36530
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT2G36580
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G04120
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G08590
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G12780
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G13930
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G20040
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G22960
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G25860
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G26650
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G49160
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G52200
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G52930
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G52990
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G55440
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT4G24620
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT4G26270
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT4G26520
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT4G29130
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT4G29220
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT4G32840
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT4G38970
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT5G08570
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT5G42740
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT5G47810
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT5G52920
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT5G56350
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT5G56630
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT5G61580
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT5G63680
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT1G63970
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT2G02500
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT2G26930
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT4G34350
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT5G62790
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G16950
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT4G15560
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT5G60600
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT4G14850
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G62130
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT1G17410
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT4G11010
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT4G23900
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT5G63310
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT4G09320
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT5G59440
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G23580
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT3G27060
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT4G25280
GO:0006090	pyruvate metabolic process	GO:0006090;GO:0006096;GO:0006165;GO:0006757;GO:0009132;GO:0009135;GO:0009179;GO:0009185;GO:0046031;GO:0046939	AT5G60340
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G05940
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G17120
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G58030
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G77380
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G77690
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT2G01170
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT2G21050
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT2G34960
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT2G38120
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT2G42005
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT3G03720
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT3G13620
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT3G19553
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT4G21120
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT4G35180
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G01240
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G04770
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G23810
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G36940
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G65990
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G58360
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G01070
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT2G39510
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT2G40900
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT4G01430
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G44100
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G09220
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G46800
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G24400
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G25530
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G47670
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G80510
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT2G24762
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT2G36590
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT2G39890
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT2G40420
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT2G41190
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT3G11900
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT3G30390
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT3G55740
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT3G56200
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT4G38250
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G02170
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G02180
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G15240
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G19500
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G40780
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G41800
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G57685
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G21890
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT2G37450
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT2G37460
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT4G08290
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT4G08300
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G13670
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G49630
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G64290
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT4G31730
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G08230
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G79900
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT1G44800
GO:0006865	amino acid transport	GO:0003333;GO:0006865	AT5G63850
GO:0055081	anion homeostasis	GO:0055081	AT5G41080
GO:0055081	anion homeostasis	GO:0055081	AT5G43300
GO:0055081	anion homeostasis	GO:0055081	AT1G21890
GO:0055081	anion homeostasis	GO:0055081	AT2G37450
GO:0055081	anion homeostasis	GO:0055081	AT2G37460
GO:0055081	anion homeostasis	GO:0055081	AT2G39510
GO:0055081	anion homeostasis	GO:0055081	AT4G08290
GO:0055081	anion homeostasis	GO:0055081	AT4G08300
GO:0055081	anion homeostasis	GO:0055081	AT5G13670
GO:0055081	anion homeostasis	GO:0055081	AT3G17790
GO:0055081	anion homeostasis	GO:0055081	AT5G42810
GO:0055081	anion homeostasis	GO:0055081	AT5G26240
GO:0055081	anion homeostasis	GO:0055081	AT5G04340
GO:0055081	anion homeostasis	GO:0055081	AT2G33770
GO:0055081	anion homeostasis	GO:0055081	AT1G16300
GO:0055081	anion homeostasis	GO:0055081	AT1G79530
GO:0055081	anion homeostasis	GO:0055081	AT5G34850
GO:0055081	anion homeostasis	GO:0055081	AT2G41560
GO:0055081	anion homeostasis	GO:0055081	AT4G24160
GO:0055081	anion homeostasis	GO:0055081	AT4G28610
GO:0055081	anion homeostasis	GO:0055081	AT1G66970
GO:0055081	anion homeostasis	GO:0055081	AT3G02040
GO:0055081	anion homeostasis	GO:0055081	AT2G38170
GO:0055081	anion homeostasis	GO:0055081	AT3G51860
GO:0055081	anion homeostasis	GO:0055081	AT2G13100
GO:0055081	anion homeostasis	GO:0055081	AT3G47420
GO:0055081	anion homeostasis	GO:0055081	AT4G25220
GO:0055081	anion homeostasis	GO:0055081	AT3G09770
GO:0055081	anion homeostasis	GO:0055081	AT1G44800
GO:0055081	anion homeostasis	GO:0055081	AT5G58070
GO:0055081	anion homeostasis	GO:0055081	AT1G58030
GO:0055081	anion homeostasis	GO:0055081	AT1G42550
GO:0055081	anion homeostasis	GO:0055081	AT1G07240
GO:0055081	anion homeostasis	GO:0055081	AT1G63010
GO:0055081	anion homeostasis	GO:0055081	AT1G68670
GO:0055081	anion homeostasis	GO:0055081	AT1G68570
GO:0055081	anion homeostasis	GO:0055081	AT1G36370
GO:0055081	anion homeostasis	GO:0055081	AT3G02610
GO:0055081	anion homeostasis	GO:0055081	AT5G16230
GO:0010193	response to ozone	GO:0010193	AT3G10985
GO:0010193	response to ozone	GO:0010193	AT2G46370
GO:0010193	response to ozone	GO:0010193	AT1G32230
GO:0010193	response to ozone	GO:0010193	AT1G51400
GO:0010193	response to ozone	GO:0010193	AT3G17800
GO:0010193	response to ozone	GO:0010193	AT3G05970
GO:0010193	response to ozone	GO:0010193	AT5G27600
GO:0010193	response to ozone	GO:0010193	AT1G19570
GO:0010193	response to ozone	GO:0010193	AT2G06050
GO:0010193	response to ozone	GO:0010193	AT2G39770
GO:0010193	response to ozone	GO:0010193	AT4G23100
GO:0010193	response to ozone	GO:0010193	AT5G55120
GO:0010193	response to ozone	GO:0010193	AT4G12720
GO:0010193	response to ozone	GO:0010193	AT3G06110
GO:0010193	response to ozone	GO:0010193	AT5G49570
GO:0010193	response to ozone	GO:0010193	AT1G12480
GO:0010193	response to ozone	GO:0010193	AT1G15520
GO:0010193	response to ozone	GO:0010193	AT1G72520
GO:0010193	response to ozone	GO:0010193	AT3G02840
GO:0010193	response to ozone	GO:0010193	AT3G47450
GO:0010193	response to ozone	GO:0010193	AT5G42380
GO:0010193	response to ozone	GO:0010193	AT1G08830
GO:0010193	response to ozone	GO:0010193	AT1G53130
GO:0010193	response to ozone	GO:0010193	AT1G70520
GO:0010193	response to ozone	GO:0010193	AT3G23400
GO:0010193	response to ozone	GO:0010193	AT1G11650
GO:0010193	response to ozone	GO:0010193	AT4G23810
GO:0010193	response to ozone	GO:0010193	AT5G24110
GO:0010193	response to ozone	GO:0010193	AT4G00860
GO:0010193	response to ozone	GO:0010193	AT4G25100
GO:0010193	response to ozone	GO:0010193	AT2G28190
GO:0010193	response to ozone	GO:0010193	AT5G18100
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT3G62680
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT2G46370
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT5G54500
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT4G39403
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G10930
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT3G13300
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G12240
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G62660
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT5G13790
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G05200
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G28560
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT2G26300
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT4G23570
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT5G10520
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT3G07360
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G03880
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT4G28520
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT5G44120
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT3G15356
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT4G36830
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT5G54060
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G21410
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT4G32040
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G59870
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT3G53480
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G21140
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G49820
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G76800
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT2G05830
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT2G28160
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT3G08040
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT3G25190
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT3G53280
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT4G19690
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT5G04950
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT5G36890
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT5G55620
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G05680
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT5G13170
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G18080
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G48630
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT3G18130
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT3G55620
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G72360
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT2G41230
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT5G28770
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT2G05070
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT4G21540
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G71930
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT3G59900
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G64625
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT3G16857
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT4G16110
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT4G31920
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G19350
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT5G17800
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT4G30290
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT5G48070
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G79200
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G61660
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT5G58787
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT2G23070
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT4G32330
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT2G43140
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT3G53970
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT4G00830
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G22530
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G30690
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT3G51670
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT4G09160
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT2G32800
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G05010
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G12010
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT1G62380
GO:0071495	cellular response to endogenous stimulus	GO:0032870;GO:0071396;GO:0071495	AT2G19590
